Year,job_description 
2016,"Minimum Required Skills:GUI design & development, QT4 / QT5, QML, C/C++ & OOP, LinuxAre you a GUI Engineer with QT4 & 5 experience passionate about working on the most cutting-edge simulation, low latency, scalable technology? Are you driven to work at an industry leading technology company working on huge data sets? Do you want to work for a game-changing software development company while having a great time at work....yes while at work!?!?  This will give you the opportunity to work on cutting-edge software development.  If you are ready to make the leap to an exciting company with huge opportunity for growth, this may be the opportunity for you! We are looking for both Jr and Sr roles....If you are a GUI Engineer, or Developer with QT4, QT5 & QML experience and background or aptitude toward solving big technical challenges, please read on!Top Reasons to Work with Us- Cutting edge technology - Exciting products- Our products make a difference- Awesome office location- World-class engineering teamWhat You Need for this Position- Qt4 and Qt5- QML- UI design expertise (story boarding, prototyping, UI development)- Technical lead experience a plus- BS in related discipline- Mid-career experience (5 years or more, at least 3 years Qt)What You Will Be Doing- Working on cutting edge, sometimes top secret applicationsWhat's In It for You- Competitive pay, benefits- Full benefits (100% covered & 80% for spouse)- Stock options- Gym membership- Year-end bonus- Fun and casual work environment- Solving really challenging technical issues - Work with the best and the brightest to promote and execute on exciting technology solutionsSo, if  you are a Software Engineer, or Developer with QT4, QT5 & QML experience and background or aptitude toward solving big technical challenges, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2016,"åÊUS citizens and those authorized to work in the US are encouraged to apply.åÊ We are unable to sponsor H1b candidates at this time.åÊLooking for åÊSr Network Engineer - Menlo Park CAåÊMust have åÊ: Juniper MX960 routers, BGP/OSPFåÊåÊMin exp: 7yearsMust Have:‰Ñ Cisco, Juniper professional certifications like - CCNP, JNCIS/ JNCIP‰Ñ 7+ years‰Ûª of hands-on work experience in networks installation, configuration and support.‰Ñ Extensive experience with Cisco Nexus 7K, 5K devices. Cisco ASR 9K, Chassis based Switcheslike 6500, Juniper Enterprise and Service Provider network hardware platforms like modularbased MX series, PTX series and architectures including data center switching platforms.‰Ñ Strong working and troubleshooting knowledge of routing protocols like - OSPF, BGP‰Ñ Good working experience with switching technologies/ concepts - like STP, VLANs, VTP‰Ñ Good hands on experience on the load balancing concepts like - LACP, PAgP etc.‰Ñ Fair knowledge in working with telecom carriers, link issue resolution, telecom circuit provisioning/issue fixing.‰Ñ Understanding, troubleshooting skills and resolution skills on the optical network infrastructuredevices, fiber cables, Optical interfaces (SFPs/ CFPs),‰Ñ Working with principal vendors like Cisco/ Juniper TAC for RMA (hardware replacement)Others:scripting languages (Perl, åÊPython)åÊ‰Ñ Working knowledge on MPLS concepts.‰Ñ Understanding the Metro Ethernet concepts and associated Fiber DWDM equipment likeCyan, Ciena, Infinera etc.‰Ñ Demonstrated ability to analyze complex situations and utilize troubleshooting skills, systemsand tools, and creative problem solving abilities under pressure‰Ñ Working knowledge of Linux OS and CLI navigation‰Ñ Working knowledge on using software related tools likeåÊ"
2016,"Minimum Required Skills:design, Documentation, Simulation, Debugging, Performance Analysis, Writing test plansIf you are a talented Switch ASIC Architect and you are interested in joining an incredibly talented and forward thinking team, please read on.Top Reasons to Work with Us1. Stealth organization, Incredibly well funded, made up of Brilliant Engineers2. Solid benefits including strong base salary + bonus, and career growth plans!3. Work on state of the art products using the latest technologies in a growing space!What You Will Be Doing- Review block level and chip level designs- Document and identify performance bottlenecks, and power and area deficiencies- Document outcomes in detail and make suggestions for improvements- Write and review verification plans that cover both the performance and the functionality of the ASIC- Document with fine detail the ASIC architecture and the block-level architecture- Suggest future improvements- Research existing solutions to problems- Organize and present findings- Invent new solutions to problems when required- Draft invention disclosures- Assist IP team with drafting patent applications-  Assess risk in the ASIC architecture- Draft risk mitigation plansWhat You Need for this Position- 10+ years of experience in architecting and bringing to market switch ASICs of various requirements and architectures- Expertise with Ethernet and IP based architectures- Expertise in analyzing ASIC level performance-  Experience in writing detailed architecture specs for ASIC designs-  Experience in writing detailed test plan for ASIC and block level functional verification and performance-  World-class verbal and written communication skills-  Can explain and articulate issues (teach) at a extremely deep level-  Attention to detail, but also sees the big picture- Customer focusedWhat's In It for You- We are the best in the business and we will do what it takes to get like-minded folks on board!- High Salaries and bonus's- Flexible work environment, flex hours and day- Our Equity offering is extremely competitive, we are looking for candidates who are interested in taking a vested interest in our success, and we are more than willing to share the rewards of that success with them!- We offer a stimulating and innovative work environmentSo, if you are senior level Switch ASIC Architect,  with experience solid design and development skills,  please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2016,"Minimum Required Skills:Backend Development, SQL, Java, Spring, MySQLBased in Los Angeles, CA we have developed a unique idea centered around digital advertising.  With a broad base of clientele including the likes of Disney and Toshiba, our patented advertising solutions we have streamlined the industry and continue to innovate modern marketing techniques.   Our Los Angeles office is urgently seeking a talented Jr. Software Developer.  If you are strong  with Backend Java development, SQL, Spring, MySQL, and Big Data development, we want to talk with you!  Responsibilities:‰Û¢Solid foundation in Java, SQL, Spring Framework, and MySQL.‰Û¢Interest in learning Big Data development is a major plus. ‰Û¢BSCS or comparable experience.We are offering a competitive compensation package including a base salary that could reach 85-95k.  This is a full time position that includes medical/dental, 401k and stock options.What's In It for You-Office that is a few blocks from the beach-Competitive Compensation, Benefits, PTO and stock options-Rapidly growing company and industry-Work around like-minded folks on bleeding edge technologiesIf this sounds intriguing to you, apply today and be considered for this position! Interviews starting next week!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2016,"Duties: Create the storyboards, wireframes, and UI Designs/Layouts for Real-Time Streaming products within the pipeline and application development data platform spaces. Drive the overall product UX to streamline the monitoring and management of real-time processes, and make authoring easy for a range of technical audiences. Work closely with Product Management, Technical Program Management, User Education, and Engineering.åÊSkills: User Research, Information Architecture, Interaction Design, UI Design/Layout; Experience designing efficient Uis for complex business intelligence products and/or other data intensive applications where minimizing human error and achieving optimal productivity is key.åÊTools:Illustrator or Photoshop or Sketch"
2016,"Primary Function  Develop and Test Windows Database Application  Required Skills  VB.Net (Windows apps with data access)  SQL (Oracle, SQL Server)  Desired Skills  Professional VB.Net developer w/ at least 3 yrs experience developing Windows Applications  Familiarity with MS SQL Server Management Studio  Familiarity with PL/SQL Developer  VB Script  Responsibilities  Develop, Test and Maintain new and existing VB.Net and VBScript applications in Windows 7 environment  Write SQL Queries  Automate data import/export using VB.Net, VBScript, PL/SQL and T-SQL  Princeton Information is one of the nation's top five privately-held IT consulting firms, in business since 1985. Princeton Information services a clientele of primarily Fortune 500 companies nationwide. With annual revenues over $120 million, Princeton Information operates across the US from multiple regional offices.  Our Commitment to Our Consultants  As a privately held company, Princeton Information is solely committed to the success of clients and consultants - not to any shareholders. PI's success is grounded in the relationships we build with our consultants. We seek the best people; provide career path counseling; as well as the most challenging opportunities in business and in IT. As part of its culture of loyalty and commitment to its consultants, Princeton Information is committed to doing all we can to ensure our consultants have the best possible search, placement and work experience possible.  Our Services  Working with one Princeton Recruiter will gain you access to over 500 open requirements with the top clients in the US across all industries (finance, insurance, pharmaceutical, commercial, telecom, media, manufacturing) nationwide. Our local recruiters have in-depth knowledge of our clients and opportunities. They will work with you to find you the best possible opportunities for you and your career.  Our Relationships  Our relationships with our clients, as well as our consultants, are critical to our success! We have a robust sales organization that ensures that Princeton has the inside track on what attributes a person needs in order to be successfully placed and engaged at our clients. We know the technical and non-technical skills that our clients are looking for and we ensure that you are educated about the client prior to your interview with them. Princeton is committed to going above and beyond to ensure that each meeting you have with a client is a successful one!"
2016,"Hello,Greetings from National Systems,We have an interesting opportunity for youåÊwith our DIRECT CLIENT. The position & the requirement details are mentioned below.If you are not interested in this position, Please let me know if you have any friends who would be interested...... åÊ åÊ åÊ åÊ åÊ åÊ åÊ åÊJob Title :- åÊSAP SD VC ConsultantLocation :- åÊMenlo Park, CADuration :- 7+ monthsStart Date :- ASAPUS Citizenship or Green Card status is required for this position to satisfy ITAR regulationsLead business blueprinting workshop and prepare blueprint document as per IM&C and EC & O industry best practices. * Design Interfaces with 3PL and legacy systems - Perform Fit-Gap analysis and prepare functional design documents for identified and approved Gaps. - Work closely with customers as their technical advisor during the implementation phase. - Lead team of offshore resources and plan deliverables as per project plan - Provide production support after Go-Live and Required qualifications for this role include: 10 plus years of SAP SD experience 1 year of HANA 2åÊplus years of Variant Configuration experience. åÊ good knowledge of S/4 HANA landscape and features with emphasis on Sales and Distribution module Trained in S/4 HANA åÊåÊ Involved in one end to end S/4 HANA and four end to end SAP ECC implementation GoodåÊknowledge of requirement gathering process, leading workshops, capturing the requirements, designing the processes and identifying gaps Good experience of working in onsite/offshore model. Involved in SAP implementations with heavy focus on MTO (Make to Stock) and MTS (Make to Stock) scenarios goodåÊ configuration knowledge in SD processes Quote to Cash that involves Quotation, Sales Order, Delivery, Billing Experience with Variant Configuration and Variant Pricing knowledge from Sales perspective Strong 3PL integration knowledge between Sales Order, Delivery and 3PL system Experienced in designing and configuring Inter-Co processes i.e. Sales Order and Stock Transfer Order (STO) Experienced in LSMW and traditional data migration toolsåÊWarm RegardsVenu ChavaNational Systems America, L.P.D: 972-212-8756,972-299-8497Linkedin : http://www.linkedin.com/profile/view?id=52540186&trk=tab_provenu@nsiamerica.com:www.nsiamerica.comåÊ"
2016,"Minimum Required Skills:LAMP, PHP, MySQL, JavaScript, Linux, JavaScript Framework(s), Angular, BackBone, Front-End DevelopmentIf you are a LAMP Developer with experience, please read on!We are a booming company that is revolutionizing the way products are tracked, monitored, and seen across multiple channels. We are looking for a developer who loves working in an environment that allows them to get to work on the client facing front and AND back-end. We are looking for someone who knows the LAMP stack and enjoys using it, as well as working with front-end JavaScript and its many libraries! Our ideal Candidate will have atleast 2 years of experience with:- LAMP- PHP- MySQL- JavaScript- Linux- JavaScript Framework(s)- Angular- BackBone- Front-End Development If you fit these expectations, then we want to speak with you! Our ideal candidate will be a go-getter, and a risk-taker with a can-do attitude! If this is you and you are ready for a new career and not just another job, then WE WANT YOU! APPLY NOW!What You Need for this PositionAt Least 3 Years of experience and knowledge of:- LAMP- PHP- MySQL- JavaScript- Linux- JavaScript Framework(s)- Angular- BackBone- Front-End DevelopmentSo, if you are a LAMP Developer with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2016,"The Space Park Engineering Center is seeking a Information Assurance Engineer to join the team in Redondo Beach, CA to support various programs. The Information Assurance (IA) Engineer will support system security engineering matters for a large computer facility and will provide technical security consultation, guidance in the design , development, and deployment of secure network infrastructure. The IA engineer will be responsible for understanding functional system requirements and deriving security controls to provide technical implementation solutions to various engineering teams in order to comply with federal system requirements; identify system design and operational vulnerabilities, and make recommendations to address deficient areas; work with system administrators to securely configure systems per customer security standards, community best practices and benchmarks. Assist the program to gain certification of systems utilizing and adhering to ICD 503 standards (experience with DCID 6/3 a plus). The candidate will be responsible for drafting and updating security artifacts. Candidate should have exposure and experience securing virtualization technologies to include virtual software, machines and appliances; demonstrated leadership and project execution skills with the ability to work under pressure and meet deadlines; excellent written and verbal communication skills, ability to work in a team-oriented environment and independently; technical presentation skills; demonstrated ability to complete tasks with minimal direction and oversight. Position may be filled at the higher level based on the qualification below:  Qualifications  Basic Qualifications:  Level 3:Bachelor of Science Degree with five (5) years or more of experience in IA/Network Engineering/System Administration; three (3) with a Masters Level 4:Bachelor's of Science Degree with nine (9) or more years of experience in IA/Network Engineering/System Administration; seven (7) years with Masters Current active SCI clearance Knowledge of networking and computer security processes Experience working with Computer Security/ISSO personnel Experience with real-time operational environments Excellent interpersonal skills with the ability to work both independently and within a team environment Security+ or CISSP certification  Preferred Qualifications:  Strong verbal and written communications skills Ability to mentor and train staff members Experience with virtualization technologies to include virtual software, machines, and appliances Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA and Pay Transparency statement, please visit www.northropgrumman.com/EEO. U.S. Citizenship is required for most positions.  åÊ  Shift:   1st Shift  Relocation Assistance:   Yes  US Citizenship Required for this Position:   No relocation assistance available  Business Sector:   United States-California-Redondo Beach  Clearance:   SCIåÊ Shift:  1st Shift Relocation Assistance:  Yes US Citizenship Required for this Position:  No relocation assistance available Business Sector:  United States-California-Redondo Beach Clearance:  SCI Clearance:  SCI"
2016,"Job Purpose: Lead System Architect, Technical team leader  7 years of progressively responsible experience or Masters with 4 years of experience in building and implementing model-driven, enterprise-level business solutions.  BS in Computer Science, Computer Engineering, Electrical Engineering  - Expertise in all phases of software development including design, configuration, testing, debugging, implementation, and support of large-scale, business centric and process based applications.  - Expertise in a variety of technologies, Including, but not limited to, WebSphere or Weblogic, J2EE (JSP, Servlets, EJB, XML, Java), .Net, Oracle, DB2, and MS/SQL.  - Demonstrated knowledge of and applicability of Object-Oriented techniques and principles.  - Experience leading in Agile and Scrum methodologies.  - Specialization in a functional area or industry domain.  - Demonstrated technical team leadership of enterprise wide application development  - Ability to mentorship and lead junior members of team  - Professional communication skills.  - Prior consulting or client service delivery experience is a plus.  - Certified Lead System Architect (CLSA)  - Certified Senior System Architect (CSSA)  - Certified System Architect (CSA)  åÊAdditional Job Details  Pega (PRPC) Lead System Architect Job Purpose: Responsible for the design, architecture, and implementation of Pega (PRPC) based solutions. Accountable for ensuring the business and technical architecture of the delivered solution matches customer technical and functional requirements. Key Result Areas: å¤ Provides thought-leadership to team and business across business and technical project dimensions to solve complex business requirements. This includes scope definition, requirements analysis, functional and technical design, application build, product configuration, unit testing, UAT and production deployment. o Ensures delivered solutions meet/perform to technical and functional requirements. o Provides technical expertise and ownership in the diagnosis and resolution of an issue, including the determination and provision of workaround solution or escalation. o Ensures delivered solutions are realized in time frame committed. Works in conjunction with project leader to size, manage scope and risk. å¤ Advanced knowledge of the PRPC Architecture and all PRPC design and implementation features. o Solid understanding of reuse and portability in terms of enterprise solutions seeking to determine and develop repeatable, efficient and optimal ways of implementing Pega. å¤ Specialized knowledge within industry domain and frameworks. å¤ Acts as the mentor to all team members on their assigned project tasks. å¤ Realization of business benefit Core Competencies: å¤ Ability to Lead å¤ Conflict Management å¤ Consultative Skills å¤ Decision Quality å¤ Excellent Communication and Presentation Skills å¤ Managing Others å¤ Domain Expertise å¤ Managing and Measuring Work å¤ Negotiating for Business Success å¤ Pega Expertise and Learning å¤ Pega Solution and Architecture of Enterprise Solution Design Education and Experience Requirements: Minimum Level of Education: BS in Computer Science, Computer Engineering, Electrical Engineering Pega Lead System Architect Certification preferred Type of Experience and Minimum Number of Years: 7 years of progressively responsible experience or Masters with 4 years of experience in building and implementing model-driven, enterprise-level business solutions. å¤ Expertise in all phases of software development including design, configuration, testing, debugging, implementation, and support of large-scale, business centric and process based applications. å¤ Expertise in a variety of technologies, Including, but not limited to, WebSphere or Weblogic, J2EE (JSP, Servlets, EJB, XML, Java), Oracle, DB2, and MS/SQL. å¤ Providing and consuming web services (XML Schema, WSDL, SOAP) å¤ Experience with XML, XSLT, XPath, Xquery å¤ Demonstrated knowledge of and applicability of Object-Oriented techniques and principles. å¤ Experience leading in Agile and Scrum methodologies. å¤ Specialization in a health care industry/framework preferred. Top 3-5 Daily Responsibilities: 1. Support KP by upgrading from PRPC v5.5 to Pega 7 2. Development support for retrofitting code to Pega 7; environment and ruleset migration support as needed. 3. Testing support. Top 3-5 Required Skills: 1. Hands-on Pega development expertise. 2. Hands-on Java, XML, DB expertise. 3. Familiar with SOA concepts. Desired Skills: 1. Experience with Pega upgrade projects. 2. Experience with SPM/Healthcare framework. 3. Pega Certified Lead System Architect Soft Skills: 1. Good written and verbal communication. 2. Ability to take guidance from KP Lead Architect with minimal supervision. 3. Self-starter/proactive."
2016,"RESPONSIBILITIES:Kforce has a client that is seeking a UX Designer in Menlo Park, California (CA).Overview: Create the storyboards, wireframes, and UI Designs/Layouts for Real-Time Streaming products within the pipelilne and application development data platform spaces. Drive the overall product UX to streamline the monitoring and management of real-time processes, and make authoring easy for a range of technical audiences. Work closely with Product Management, Technical Program Management, User Education, and Engineering.REQUIREMENTS:User Research, Information Architecture, Interaction Design, UI Design/Layout; Experience designing efficient Uis for complex business intelligence products and/or other data intensive applications where minimizing human error and achieving optimal productivity is key.Kforce is an Equal Opportunity/Affirmative Action Employer.  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status"
2016,"Minimum Required Skills:Release Management, Jira, octopus deploy, Working with Internal and 3rd Party Auditors, Reporting & Controls for Unexpected CodeIf you are a Release Manager with 5+ years of experience, please read on!Top Reasons to Work with Us1. We are a rapidly-growing mortgage company based in Woodland Hills.2. You will have the opportunity to work side by side with an extremely talented team.3. This role will allow you to have a visible contribution right away in a quickly expanding organization.What You Will Be Doing-Manage all aspects of the end to end release process-Develop reporting and controls for unexpected / unintended code introduction-Ensures coordination of build and test environments teams and release teams-Ensures teams follow the organization's established policies and procedures-Provides management reports on release progress-Service release and deployment policy and planning-Signs off the release package for implementation-Provides with communication to stakeholders-Audits hardware and software before and after the implementation of release package changesWhat You Need for this Position-5+ years experience as a Release Manager.-Experience Jira and octopus deploy.-Experience working with internal and 3rd party auditors.What's In It for You-Competitive base salary-$10k bonus-401k-Vacation-PTO-Medical/Dental/Vision BenefitsSo, if you are a Release Manager with 5+ years of experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2016,"Need UX/UI Product DesignerMenlo Park CAPhone hire+ åÊface to face1 year contract only on w2Responsibilities :Duties:Come be a part of a team of designers passionate about creating the very best product for use by Facebook Engineers. As a Product Designer, you will be involved in every aspect of the product development process, from brainstorming to tweaking pixels right before launch. You will be expected to utilize your full range of product design, interaction design, and visual design skills, and you will own the experience for a wide area of the Facebook product.åÊåÊProduct Designer -You own an entire product space or work on projects that encompass multiple features and are broad/ambiguous in scope. Given a high-level problem, you deliver concrete end-to-end solutions that help define a product vision. You demonstrate solid leadership skills. You have strong partnerships with product managers and engineers, likely providing product direction and exerting significant influence in defining goals for your product area. Your skill level across product thinking, interaction design, and execution & craft is generally solid across the board, with one or more areas being areas of particular strength. You have a good grasp of the medium you are designing for, and you make effective use of prototyping tools. You may be designing new patterns or introducing new standards in your work that later become adopted by others. You succinctly and effectively communicate your work and may be called upon to represent your product team to executive leadership or in design forums. You are actively mentoring junior designers or interns, or participating in design-team-wide initiatives (examples include: interviewing, recruiting, mentoring workshops, design standards, improving design tools, etc.)åÊResponsibilities-Take broad, conceptual ideas and turn them into something useful and valuable for our users-Design flows and experiences that are incredibly simple and elegant-Contribute to high-level strategic decisions with the rest of the product and executive teams-Give and solicit feedback from other designers in order to continually raise our bar for quality-Partner with PMs, engineers, researchers and content strategists to oversee the user experience of a product from conception until launch (and -then some)-Interaction design, visual design & product design-Working with Product Manager to define and design the prodcut experience-Working with engineers to ensure a high quality deliverableSkills:Minimum 2-3 years Product Design experience designing UI for internal toolsåÊ-You possess excellent communication skills (you should be able to clearly articulate your design decisions)-Some experience with front-end programming (you should be able to code up a simple web site and/or an application)-The ability to think at a high level about product strategy and vision (not just 'how it should look' but 'what we should build')-Experience in building and shipping applications or software-Must have a portfolio featuring examples of interaction design work-Demonstrated experience with end-to-end (hybrid UX and UI) product designåÊåÊåÊRavi Antil510 400 808ravi@canvsinfotech.com"
2016,"The Space Park Engineering Center is seeking a Systems Administrator to join the team in Redondo Beach, CA to support various programs. The System Administrator will primarily perform Linux Red Hat RHEL OS installs, kick-start, COTS configurations, and NIS/LDAP, and may include Windows OS configuration. Install and support Open Source applications as needed for user support. Use Linux/Windows to support installation and maintain configurations, working with vendors to solve issues, research technical problems and work complex issues. Position may be filled at the higher level based on the qualification below:  Qualifications  Basic Qualifications:  Level 3: Bachelors of Science Degree with five (5) years or more experience in Linux OS installation and configuration; three (3) with a Masters for level 3. Level 4: Bachelors of Science Degree with nine (9) or more years of experience in Linux OS installation and configuration; seven (7) years with Masters for level 4. Current active SCI clearance Strong knowledge of system administration principles, concepts, and techniques. Experience with ADPE operations and sustainment Experience with real-time operational environment Experience working with vendors and facilities personnel Knowledge of networking and computer security processes Previous Project domain knowledge Security+ certification  Preferred Qualifications:  Experience with Virtualization architectures, network protocols and firewalls, Network Appliance IOS and storage, and implementation of Open Source applications in a secure environment is a plus. Works well in a team environment Strong verbal and written communications skills Scripting experience Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA and Pay Transparency statement, please visit www.northropgrumman.com/EEO. U.S. Citizenship is required for most positions.  åÊ  Shift:   1st Shift  Relocation Assistance:   Yes  US Citizenship Required for this Position:   No relocation assistance available  Business Sector:   United States-California-Redondo Beach  Clearance:   SCIåÊ Shift:  1st Shift Relocation Assistance:  Yes US Citizenship Required for this Position:  No relocation assistance available Business Sector:  United States-California-Redondo Beach Clearance:  SCI Clearance:  SCI"
2016,"Minimum Required Skills:C#, .NET 4.5, ASP.NET MVC / WebAPI, Object Relational Mappers, JavaScript (ES5), Modern JavaScript Frameworks like Angular or React, MSSQL Database Design, Design Patterns & Software Best Practices, SOA, continuous integrationIf you are a .NET Developer with 3+ years of experience, please read on!Top Reasons to Work with Us1. We are a rapidly-growing mortgage company based in Woodland Hills.2. You will have the opportunity to use exciting new technologies on a talented team.3. This role will allow you to have a visible contribution right away in a quickly expanding organization.What You Will Be Doing-Develop, enhance, modify and/or maintain applications in the correspondent lending environment-Design, implement, and write automated tests that conform to software best practices.-Provide production support for existing applications.-Collaborate with team members.What You Need for this PositionEssential Skills-Solid Object Oriented design knowledge-Experience with C#/.NET 4.5, ASP.NET MVC/WebAPI, Object Relational Mappers-Proficiency with JavaScript (ES5).-Working knowledge of at least one modern JavaScript framework such as Angular (1/2), React, Ember, Aurelia-Experience with MSSQL database design-Strong foundation in design patterns and software development best practices-Familiarity with software quality practices such as unit test, mocking, Integration testing, code coverage-Familiarity with Continuous Integration-Excellent Communication skillsMinimum Experience/Education-3+ years of recent hands-on coding and software design-Bachelor degree in computer science or related field Desired-SOA-Git-Team City-PSake-Functional JavaScript Programming-ES6 JavaScript-TypeScript-NodeJs-AngularJS-SOLID-TDD-JIRA, ConfluenceWhat's In It for You-Competitive base salary between $100-135k (depending on experience)-$10k bonus-401k-Vacation-PTO-Medical/Dental/Vision BenefitsSo, if you are a .NET Developer with 3+ years of experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2016,"Hi,åÊThis is Peter and I Represent Elite Innovative Solutions Inc.åÊPlease have a look over the below positions and if you are interested then do respond back to me with your most updated resume. Also, could you please refer your friends or colleague if you are not looking for new OpportunitiesåÊTitle: Middleware Engineer (Adobe Experience Mgr)Location: Pasadena/Carona CADuration: Long Term or FTEDescriptionInstall and Configure Adobe suite of productsSet up using Tarmk, Oracle DB,Grabbit storiesInstall using Ansible scripts and converting to Chef and Urban codeInteraction with application development team and content management team to provide custom solutionsSet up monitors for AEM Support infrastructure patching Assess application impact due to Fix packs, product upgrades such as AEm 6.1 to AEM 6.2Design for Continuous availabilityStrong version control skills (CVS, SVN, git)Exposure to least one flavor of UNIX: Linux, Solaris, AIX, BSD, etc.Thanks & Regards,______________PeterWork: 214-303-9948peter@eliteisinc.com Elite Innovative Solutions Inc.A Software Development & Recruitment / MBE & HUB Certified / E-Verify Program Participant Company."
